pressure [db]	time [yyyymmddhhmmssmmm]	chloro fluo [mg chl m-3]	conductivity [ms cm-1]	cpar [%]	depth [m]	fcdom [ppb qse]	in situ density anomaly [kg m-3]	nitrate [umol l-1]	oxygen [umol kg-1]	oxygen [ml l-1]	par [umol m-2 s-1]	potential density anomaly [kg m-3]	potential temperature [degc]	practical salinity [psu]	qc flag	spar [umol m-2 s-1]	temperature [degc]	angular scattering coef at 117° 470 nm [m-1 sr-1]	bbp470 [m-1]	beam transmission 660 nm [%]	beam attenuation coef 660 nm [m-1]	nitrate isus [µmol/l]	oxygen  [ml/l]	oxygen  [umol/kg]	oxygen per sat [µmol/kg]	par ratio [%]	part backscattering coef 470 nm [m-1]	ph	time [second]
310.0		0.0195	3.985153		307.141						0.0		11.1223	35.5155	0		11.1613			99.7064									
311.0		0.0224	3.985031		308.131						0.0		11.1202	35.5157	0		11.1593			99.7105									
312.0		0.0249	3.984952		309.126						0.0		11.1182	35.5163	0		11.1574			99.7049									
313.0		0.0295	3.985049		310.113						0.0		11.118	35.5169	0		11.1574			99.7349									
314.0		0.03	3.985157		311.103						0.0		11.1184	35.517	0		11.1579			99.7345									
315.0		0.0297	3.985139		312.094						0.0		11.1168	35.5178	0		11.1564			99.7207									
316.0		0.027	3.985095		313.087						0.0		11.1159	35.5176	0		11.1557			99.6762									
317.0		0.0218	3.984901		314.082						0.0		11.1137	35.5173	0		11.1535			99.7015									
318.0		0.0234	3.985047		315.06						0.0		11.1142	35.5176	0		11.1543			99.7209									
319.0		0.0268	3.985286		316.045						0.0		11.1155	35.5181	0		11.1556			99.7217									
320.0		0.0253	3.984904		317.036						0.0		11.1109	35.5183	0		11.1512			99.7161									
321.0		0.0224	3.984767		318.03						0.0		11.1091	35.5181	0		11.1495			99.7205									
322.0		0.0227	3.984711		319.031						0.0		11.108	35.5181	0		11.1485			99.7172									
323.0		0.0236	3.984618		320.03						0.0		11.1065	35.518	0		11.1472			99.7205									
324.0		0.0223	3.984533		321.01						0.0		11.1053	35.5177	0		11.1461			99.7172									
325.0		0.0208	3.985016		321.988						0.0		11.1096	35.5177	0		11.1505			99.6938									
326.0		0.0225	3.984407		322.981						0.0		11.1031	35.5175	0		11.1441			99.7053									
327.0		0.0205	3.984269		323.97						0.0		11.1011	35.5175	0		11.1422			99.7182									
328.0		0.023	3.984263		324.96						0.0		11.1003	35.5176	0		11.1416			99.7206									
329.0		0.0244	3.984295		325.952						0.0		11.1001	35.5175	0		11.1415			99.7101									
330.0		0.0239	3.984333		326.945						0.0		11.0998	35.5176	0		11.1414			99.7012									
331.0		0.0215	3.984224		327.944						0.0		11.098	35.5177	0		11.1396			99.7151									
332.0		0.0214	3.984273		328.932						0.0		11.098	35.5176	0		11.1397			99.6916									
333.0		0.023	3.984558		329.899						0.0		11.1003	35.5175	0		11.1422			99.7143									
334.0		0.021	3.984298		330.897						0.0		11.0968	35.5179	0		11.1388			99.6943									
335.0		0.0222	3.984278		331.892						0.0		11.0959	35.518	0		11.138			99.6947									
336.0		0.0206	3.984324		332.881						0.0		11.0957	35.518	0		11.138			99.6655									
337.0		0.0226	3.984021		333.884						0.0		11.0923	35.5178	0		11.1347			99.682									
338.0		0.024	3.983406		334.871						0.0		11.086	35.5173	0		11.1285			99.7078									
339.0		0.0286	3.982781		335.859						0.0		11.0795	35.5169	0		11.1221			99.7186									
340.0		0.0287	3.98246		336.846						0.0		11.0759	35.5166	0		11.1186			99.7016									
341.0		0.0266	3.982501		337.826						0.0		11.0759	35.5163	0		11.1188			99.6438									
342.0		0.0171	3.981427		338.818						0.0		11.0645	35.5163	0		11.1075			99.7228									
343.0		0.0171	3.981355		339.812						0.0		11.063	35.5165	0		11.106			99.7056									
344.0		0.0219	3.98133		340.801						0.0		11.0622	35.5164	0		11.1054			99.7207									
345.0		0.029	3.98135		341.798						0.0		11.0617	35.5164	0		11.1051			99.7206									
346.0		0.0315	3.98133		342.787						0.0		11.0608	35.5165	0		11.1043			99.7317									
347.0		0.0285	3.981292		343.78						0.0		11.0599	35.5164	0		11.1035			99.7191									
348.0		0.0223	3.981536		344.762						0.0		11.0612	35.5169	0		11.1049			99.7109									
349.0		0.0212	3.981572		345.742						0.0		11.0608	35.517	0		11.1046			99.7229									
350.0		0.0243	3.982268		346.739						0.0		11.065	35.5192	0		11.109			99.7206									
351.0		0.0241	3.982607		347.733						0.0		11.0669	35.5201	0		11.111			99.7206									
352.0		0.0244	3.982687		348.732						0.0		11.0668	35.5204	0		11.111			99.7195									
353.0		0.025	3.982735		349.718						0.0		11.0664	35.5207	0		11.1108			99.7224									
354.0		0.0267	3.982925		350.697						0.0		11.0674	35.5211	0		11.1119			99.7189									
355.0		0.0231	3.983063		351.691						0.0		11.0678	35.5215	0		11.1124			99.7122									
356.0		0.0196	3.983175		352.685						0.0		11.0681	35.5217	0		11.1129			99.7227									
357.0		0.0227	3.983318		353.67						0.0		11.0687	35.522	0		11.1136			99.7465									
358.0		0.0238	3.983496		354.654						0.0		11.0694	35.5224	0		11.1145			99.7207									
359.0		0.0241	3.983547		355.649						0.0		11.069	35.5229	0		11.1141			99.7219									
360.0		0.0235	3.983511		356.639						0.0		11.068	35.5229	0		11.1132			99.7206									
361.0		0.0215	3.983517		357.633						0.0		11.0674	35.523	0		11.1128			99.6973									
362.0		0.0203	3.983505		358.629						0.0		11.0667	35.523	0		11.1122			99.7448									
363.0		0.0215	3.983519		359.616						0.0		11.0663	35.5229	0		11.112			99.7517									
364.0		0.0221	3.983407		360.601						0.0		11.0647	35.5228	0		11.1105			99.7416									
365.0		0.0285	3.98338		361.581						0.0		11.0639	35.5228	0		11.1098			99.7504									
366.0		0.028	3.983072		362.571						0.0		11.0606	35.5225	0		11.1066			99.724									
367.0		0.0258	3.982551		363.562						0.0		11.0552	35.522	0		11.1013			99.7401									
368.0		0.0258	3.982597		364.555						0.0		11.0551	35.522	0		11.1013			99.7257									
369.0		0.0287	3.982504		365.556						0.0		11.0536	35.5219	0		11.1			99.7286									
370.0		0.0272	3.982469		366.557						0.0		11.0529	35.5217	0		11.0994			99.7376									
371.0		0.0202	3.982824		367.526						0.0		11.0558	35.5217	0		11.1025			99.751									
372.0		0.0242	3.982662		368.51						0.0		11.0537	35.5216	0		11.1005			99.6767									
373.0		0.0225	3.982059		369.502						0.0		11.0475	35.5211	0		11.0944			99.75									
374.0		0.021	3.982001		370.492						0.0		11.0464	35.5211	0		11.0934			99.7529									
375.0		0.0175	3.981792		371.492						0.0		11.044	35.5207	0		11.0912			99.7529									
376.0		0.0171	3.981321		372.481						0.0		11.0393	35.5201	0		11.0865			99.7525									
377.0		0.0163	3.981101		373.475						0.0		11.0364	35.5202	0		11.0838			99.7465									
378.0		0.019	3.980809		374.469						0.0		11.0332	35.5199	0		11.0806			99.7464									
379.0		0.0231	3.981104		375.437						0.0		11.0353	35.52	0		11.0829			99.7545									
380.0		0.0227	3.980234		376.424						0.0		11.0268	35.5191	0		11.0746			99.7478									
381.0		0.0227	3.979374		377.419						0.0		11.0181	35.5186	0		11.0659			99.7292									
382.0		0.0241	3.979067		378.415						0.0		11.0149	35.5181	0		11.0628			99.7336									
383.0		0.0236	3.979077		379.411						0.0		11.014	35.5184	0		11.0621			99.7621									
384.0		0.0234	3.979347		380.403						0.0		11.0156	35.519	0		11.0638			99.7451									
385.0		0.0228	3.979455		381.4						0.0		11.0158	35.5192	0		11.0641			99.7471									
386.0		0.022	3.979522		382.371						0.0		11.0158	35.5192	0		11.0642			99.7637									
387.0		0.0177	3.979525		383.355						0.0		11.0154	35.5189	0		11.064			99.7548									
388.0		0.0216	3.979328		384.351						0.0		11.0129	35.5189	0		11.0616			99.7559									
389.0		0.0222	3.979291		385.344						0.0		11.0121	35.5187	0		11.0609			99.7699									
390.0		0.0214	3.979432		386.339						0.0		11.0125	35.5191	0		11.0615			99.7512									
391.0		0.0208	3.979596		387.329						0.0		11.0133	35.5193	0		11.0625			99.7498									
392.0		0.0244	3.979603		388.31						0.0		11.0129	35.5191	0		11.0622			99.7562									
393.0		0.0247	3.979564		389.297						0.0		11.0121	35.519	0		11.0614			99.7629									
394.0		0.0285	3.979217		390.288						0.0		11.0087	35.5183	0		11.0582			99.7534									
395.0		0.0277	3.978871		391.28						0.0		11.0051	35.5178	0		11.0547			99.7488									
396.0		0.0229	3.977842		392.276						0.0		10.9956	35.5163	0		11.0453			99.7505									
397.0		0.0223	3.976692		393.266						0.0		10.9852	35.5146	0		11.035			99.765									
398.0		0.027	3.975709		394.248						0.0		10.9762	35.513	0		11.0261			99.7611									
399.0		0.0237	3.975605		395.236						0.0		10.9746	35.5128	0		11.0246			99.7718									
400.0		0.0196	3.975432		396.23						0.0		10.9721	35.5129	0		11.0222			99.7704									
401.0		0.0236	3.975435		397.22						0.0		10.9712	35.5132	0		11.0215			99.7477									
402.0		0.0222	3.975127		398.207						0.0		10.9678	35.5128	0		11.0182			99.7512									
403.0		0.0239	3.97446		399.2						0.0		10.9611	35.5121	0		11.0116			99.7754									
404.0		0.0267	3.974154		400.189						0.0		10.9575	35.512	0		11.0082			99.7834									
405.0		0.0304	3.974023		401.175						0.0		10.9559	35.5116	0		11.0067			99.7428									
406.0		0.0286	3.973952		402.167						0.0		10.9548	35.5114	0		11.0056			99.765									
407.0		0.0262	3.973864		403.159						0.0		10.9534	35.5112	0		11.0044			99.7864									
408.0		0.0255	3.974503		404.149						0.0		10.9577	35.5127	0		11.0088			99.7608									
409.0		0.021	3.974365		405.133						0.0		10.956	35.5124	0		11.0072			99.772									
410.0		0.0186	3.973545		406.121						0.0		10.9479	35.5116	0		10.9993			99.7644									
411.0		0.0198	3.973396		407.112						0.0		10.946	35.5114	0		10.9974			99.7667									
412.0		0.0206	3.973557		408.103						0.0		10.9465	35.5119	0		10.9981			99.7698									
413.0		0.0222	3.973539		409.097						0.0		10.9452	35.5124	0		10.9969			99.7576									
414.0		0.0233	3.973239		410.089						0.0		10.9417	35.5122	0		10.9935			99.7691									
415.0		0.0232	3.973737		411.072						0.0		10.9448	35.5136	0		10.9967			99.7715									
416.0		0.0215	3.97378		412.062						0.0		10.9442	35.5139	0		10.9963			99.7521									
417.0		0.0231	3.973563		413.053						0.0		10.9417	35.5136	0		10.9939			99.7589									
418.0		0.0188	3.973488		414.042						0.0		10.9405	35.5135	0		10.9928			99.7704									
419.0		0.0193	3.973448		415.032						0.0		10.9396	35.5134	0		10.992			99.7723									
420.0		0.022	3.973231		416.02						0.0		10.937	35.5131	0		10.9896			99.7382									
421.0		0.0212	3.973126		417.016						0.0		10.9357	35.5128	0		10.9884			99.7584									
422.0		0.0232	3.972983		417.997						0.0		10.9341	35.5123	0		10.987			99.7503									
423.0		0.0227	3.972944		418.973						0.0		10.9334	35.5121	0		10.9864			99.7725									
424.0		0.026	3.971772		419.966						0.0		10.9224	35.5106	0		10.9754			99.7775									
425.0		0.028	3.971584		420.963						0.0		10.9202	35.5103	0		10.9734			99.7788									
426.0		0.0256	3.971322		421.947						0.0		10.9174	35.5099	0		10.9707			99.759									
427.0		0.0256	3.971204		422.959						0.0		10.9159	35.5096	0		10.9693			99.7572									
428.0		0.0247	3.970866		423.957						0.0		10.9125	35.509	0		10.966			99.7593									
429.0		0.0234	3.971166		424.944						0.0		10.9142	35.5097	0		10.9678			99.744									
430.0		0.0198	3.972047		425.906						0.0		10.9204	35.5116	0		10.9742			99.7446									
431.0		0.0236	3.972722		426.896						0.0		10.9253	35.5129	0		10.9793			99.7689									
432.0		0.0208	3.972895		427.891						0.0		10.926	35.5133	0		10.9801			99.7662									
433.0		0.0229	3.971951		428.884						0.0		10.9177	35.5116	0		10.9719			99.7723									
434.0		0.021	3.971006		429.875						0.0		10.909	35.5102	0		10.9633			99.7624									
435.0		0.0214	3.970809		430.869						0.0		10.9063	35.5104	0		10.9607			99.7708									
436.0		0.0229	3.971012		431.858						0.0		10.9067	35.5114	0		10.9612			99.7543									
437.0		0.0219	3.970998		432.853						0.0		10.9081	35.5092	0		10.9627			99.7556									
438.0		0.02	3.971535		433.828						0.0		10.9098	35.5123	0		10.9646			99.756									
439.0		0.0158	3.971073		434.806						0.0		10.9053	35.5115	0		10.9602			99.7476									
440.0		0.0176	3.970095		435.809						0.0		10.8951	35.5113	0		10.9502			99.7481									
441.0		0.0199	3.970088		436.798						0.0		10.8945	35.5112	0		10.9497			99.7464									
442.0		0.0213	3.970092		437.796						0.0		10.8942	35.511	0		10.9495			99.7481									
443.0		0.0227	3.969734		438.791						0.0		10.8904	35.5105	0		10.9458			99.7465									
444.0		0.0204	3.969379		439.778						0.0		10.8866	35.5101	0		10.9421			99.5713									
445.0		0.0193	3.969191		440.757						0.0		10.8842	35.5099	0		10.9399			99.7295									
446.0		0.0202	3.969455		441.74						0.0		10.8863	35.5098	0		10.9421			99.7506									
447.0		0.0217	3.967984		442.729						0.0		10.8722	35.5085	0		10.928			99.7412									
448.0		0.0218	3.96772		443.724						0.0		10.8693	35.5081	0		10.9253			99.7506									
449.0		0.0226	3.967423		444.723						0.0		10.8663	35.5075	0		10.9224			99.7599									
450.0		0.0225	3.966902		445.713						0.0		10.861	35.5069	0		10.9172			99.7559									
451.0		0.0182	3.966906		446.689						0.0		10.8605	35.5066	0		10.9168			99.7582									
452.0		0.0168	3.966887		447.676						0.0		10.8598	35.5066	0		10.9162			99.7441									
453.0		0.0155	3.966848		448.67						0.0		10.8587	35.5066	0		10.9153			99.749									
454.0		0.0161	3.966784		449.665						0.0		10.8576	35.5065	0		10.9142			99.7541									
455.0		0.0217	3.966513		450.652						0.0		10.8546	35.5061	0		10.9114			99.7488									
456.0		0.0232	3.966052		451.643						0.0		10.8501	35.5053	0		10.9071			99.7496									
457.0		0.0252	3.96534		452.633						0.0		10.8431	35.5045	0		10.9001			99.7656									
458.0		0.0252	3.965027		453.623						0.0		10.8397	35.5041	0		10.8968			99.7631									
459.0		0.0374	3.964545		454.609						0.0		10.8346	35.5036	0		10.8919			99.7756									
460.0		0.0243	3.963978		455.589						0.0		10.829	35.5028	0		10.8864			99.7854									
461.0		0.0205	3.963508		456.579						0.0		10.8241	35.5024	0		10.8815			99.7583									
462.0		0.0183	3.963414		457.573						0.0		10.8227	35.5022	0		10.8802			99.7751									
463.0		0.0214	3.96329		458.568						0.0		10.8211	35.5019	0		10.8788			99.7768									
464.0		0.0195	3.962759		459.566						0.0		10.8155	35.5015	0		10.8734			99.7899									
465.0		0.0148	3.962663		460.555						0.0		10.8138	35.5016	0		10.8718			99.784									
466.0		0.0224	3.963336		461.528						0.0		10.8197	35.5017	0		10.8778			99.7882									
467.0		0.0261	3.962622		462.514						0.0		10.8119	35.5016	0		10.8701			99.777									
468.0		0.0261	3.962591		463.502						0.0		10.811	35.5017	0		10.8693			99.7944									
469.0		0.0246	3.962428		464.5						0.0		10.809	35.5014	0		10.8674			99.7683									
470.0		0.025	3.962168		465.488						0.0		10.8062	35.501	0		10.8647			99.7636									
471.0		0.0233	3.961946		466.489						0.0		10.8037	35.5006	0		10.8624			99.7737									
472.0		0.0206	3.961627		467.482						0.0		10.8004	35.5001	0		10.8592			99.7712									
473.0		0.0196	3.961103		468.464						0.0		10.7952	35.4994	0		10.8541			99.7741									
474.0		0.0185	3.961035		469.447						0.0		10.7939	35.4993	0		10.8529			99.7822									
475.0		0.0186	3.960826		470.436						0.0		10.7913	35.4991	0		10.8505			99.7871									
476.0		0.0192	3.960644		471.422						0.0		10.7889	35.4991	0		10.8482			99.7934									
477.0		0.0196	3.960038		472.416						0.0		10.7829	35.4983	0		10.8423			99.7818									
478.0		0.0215	3.959824		473.409						0.0		10.7804	35.498	0		10.8399			99.7806									
479.0		0.0231	3.960125		474.393						0.0		10.7818	35.4991	0		10.8414			99.7892									
480.0		0.0197	3.960848		475.382						0.0		10.7868	35.5006	0		10.8466			99.7793									
481.0		0.0218	3.961016		476.375						0.0		10.7875	35.5011	0		10.8474			99.7881									
482.0		0.0205	3.961032		477.366						0.0		10.787	35.5012	0		10.847			99.7759									
483.0		0.0214	3.961338		478.352						0.0		10.7886	35.502	0		10.8488			99.7749									
484.0		0.0193	3.962006		479.339						0.0		10.7935	35.5033	0		10.8538			99.7646									
485.0		0.0219	3.962047		480.328						0.0		10.7932	35.5034	0		10.8536			99.7715									
486.0		0.0212	3.96171		481.315						0.0		10.7898	35.5029	0		10.8503			99.7658									
487.0		0.0217	3.961405		482.304						0.0		10.7865	35.5025	0		10.8472			99.7624									
488.0		0.022	3.961115		483.3						0.0		10.7834	35.5021	0		10.8441			99.757									
489.0		0.0192	3.960933		484.298						0.0		10.7814	35.5017	0		10.8423			99.7636									
490.0		0.0205	3.96124		485.268						0.0		10.7838	35.5017	0		10.8448			99.744									
491.0		0.0227	3.960512		486.249						0.0		10.7767	35.5009	0		10.8378			99.7771									
492.0		0.0233	3.960191		487.246						0.0		10.7733	35.5005	0		10.8346			99.7723									
493.0		0.0236	3.959944		488.237						0.0		10.7705	35.5002	0		10.8319			99.7686									
494.0		0.023	3.959645		489.239						0.0		10.7674	35.4997	0		10.8289			99.7568									
495.0		0.0224	3.959282		490.222						0.0		10.7635	35.4993	0		10.8251			99.7583									
496.0		0.023	3.95877		491.232						0.0		10.7587	35.4983	0		10.8205			99.763									
497.0		0.0223	3.958188		492.21						0.0		10.7531	35.4974	0		10.8149			99.4438									
498.0		0.0203	3.958637		493.177						0.0		10.7564	35.4979	0		10.8184			99.6281									
499.0		0.0199	3.958191		494.171						0.0		10.7521	35.4971	0		10.8142			99.7799									
500.0		0.0185	3.957968		495.167						0.0		10.7495	35.4969	0		10.8116			99.7721									
501.0		0.0191	3.957797		496.153						0.0		10.7475	35.4967	0		10.8098			99.7764									
502.0		0.0259	3.957108		497.151						0.0		10.7406	35.4959	0		10.803			99.7723									
503.0		0.0271	3.957253		498.143						0.0		10.7409	35.4964	0		10.8035			99.7807									
504.0		0.0306	3.95745		499.139						0.0		10.7416	35.4971	0		10.8043			99.792									
505.0		0.027	3.957385		500.12						0.0		10.7406	35.4968	0		10.8034			99.7877									
506.0		0.0197	3.957919		501.092						0.0		10.7456	35.4965	0		10.8085			99.7934									
507.0		0.0171	3.956995		502.089						0.0		10.7354	35.4967	0		10.7985			99.7971									
508.0		0.0177	3.956746		503.083						0.0		10.7321	35.497	0		10.7952			99.7774									
509.0		0.0174	3.956772		504.07						0.0		10.7314	35.4973	0		10.7947			99.7549									
510.0		0.0157	3.956819		505.057						0.0		10.7313	35.4972	0		10.7947			99.756									
511.0		0.0175	3.956836		506.047						0.0		10.7309	35.4972	0		10.7944			99.7928									
512.0		0.0196	3.956824		507.037						0.0		10.73	35.4973	0		10.7937			99.7931									
513.0		0.0192	3.956897		508.025						0.0		10.7299	35.4976	0		10.7937			99.7938									
514.0		0.019	3.956996		509.013						0.0		10.7301	35.4977	0		10.794			99.7789									
515.0		0.0195	3.957114		510.005						0.0		10.7304	35.498	0		10.7944			99.7978									
516.0		0.0175	3.957224		511.0						0.0		10.7306	35.4983	0		10.7948			99.7972									
517.0		0.018	3.957292		511.986						0.0		10.7305	35.4986	0		10.7947			99.7966									
518.0		0.02	3.95729		512.965						0.0		10.7298	35.4987	0		10.7942			99.7949									
519.0		0.0188	3.957177		513.951						0.0		10.7283	35.4984	0		10.7929			99.7947									
520.0		0.0169	3.956295		514.944						0.0		10.7199	35.4973	0		10.7845			99.7734									
521.0		0.0176	3.956042		515.937						0.0		10.7171	35.497	0		10.7819			99.7917									
522.0		0.0183	3.955651		516.934						0.0		10.7131	35.4965	0		10.7779			99.7886									
